id,CategoryKey,DisplayName,InternalName,BaseItem,Variant,QualityTier,PrimaryConsumer,Trade,Unit,MarketValue_cp,MaterialCost_cp,LaborCost_cp,Overhead_cp,EfficiencyFactor_MC,EfficiencyFactor_LC,WasteRecovery_pct,MC_eff,LC_eff,Duty,DutyPct,DutyFree,EffectiveTaxPct,TaxAmount_cp,NetProfit_cp,Regions,Tags,ImportReliant,ImportTier,ExportFriendly,SourcingNotes,Margin_pct,DisplayPrice,DisplayPrice_Tidy,SuggestedPrice_cp,SuggestedDisplayPrice,Perishable,Bulky,Fragile,ValueDense,CorridorFriendly,RegionalMult_InRegion,RegionalMult_OutOfRegion,Preview_InRegion_cp,Preview_OutOfRegion_cp,Preview_InRegion_Display,Preview_OutOfRegion_Display
133,Dairy,Low Inn Butter,Butter (1 lb) (Low Inn),Butter (1 lb),Low Inn,Staple,Commoner,,lb,12.543,5.76,4.32,0.576,0.1,0.1,0.02,5.069,3.888,No,0,No,0.04,0.502,2.508,grassland;farmland;hills,,No,0,Yes,,0.199952165,12cp 5st 4ci,12cp 5st 4ci,12.5,12cp 5st,Yes,No,No,No,No,0.95,1.06,11.916,13.296,11cp 9st 2ci,13cp 3st
134,Dairy,Common Butter,Butter (1 lb) (Common),Butter (1 lb),Common,Common,Commoner,,lb,14.123,6.4,4.8,0.64,0.1,0.1,0.02,5.632,4.32,No,0,No,0.05,0.706,2.825,grassland;farmland;hills,,No,0,Yes,,0.200028323,14cp 1st 2ci,14cp 1st 2ci,14.1,14cp 1st,Yes,No,No,No,No,0.95,1.06,13.417,14.97,13cp 4st 2ci,14cp 9st 7ci
135,Dairy,Fine Butter,Butter (1 lb) (Fine),Butter (1 lb),Fine,Fine,Artisan,,lb,19.125,8.32,6.24,0.832,0.1,0.1,0.02,7.322,5.616,No,0,No,0.08,1.53,3.825,grassland;farmland;hills,,No,0,Yes,,0.2,19cp 1st 2ci,19cp 1st 2ci,19.1,19cp 1st,Yes,No,No,No,No,0.95,1.06,18.169,20.272,18cp 1st 7ci,20cp 2st 7ci
136,Dairy,High Table Butter,Butter (1 lb) (High Table),Butter (1 lb),High Table,Luxury,Noble,,lb,31.777,11.52,8.64,1.152,0.1,0.1,0.02,10.138,7.776,No,0,No,0.35,11.122,1.589,grassland;farmland;hills,,No,0,Yes,,0.05000472,31cp 7st 8ci,31cp 7st 8ci,31.8,31cp 8st,Yes,Yes,No,No,No,0.94,1.1,29.87,34.955,29cp 8st 7ci,34cp 9st 5ci
137,Dairy,"Low Inn Cheese, soft","Cheese, soft (1 lb) (Low Inn)","Cheese, soft (1 lb)",Low Inn,Staple,Commoner,,lb,7.839,3.6,2.7,0.36,0.1,0.1,0.02,3.168,2.43,No,0,No,0.04,0.314,1.567,grassland;farmland;hills,,No,0,Yes,,0.199897946,7cp 8st 4ci,7cp 8st 4ci,7.8,7cp 8st,Yes,No,No,No,No,0.95,1.06,7.447,8.309,7cp 4st 5ci,8cp 3st 1ci
138,Dairy,"Common Cheese, soft","Cheese, soft (1 lb) (Common)","Cheese, soft (1 lb)",Common,Common,Commoner,,lb,8.827,4,3,0.4,0.1,0.1,0.02,3.52,2.7,No,0,No,0.05,0.441,1.766,grassland;farmland;hills,,No,0,Yes,,0.200067973,8cp 8st 3ci,8cp 8st 3ci,8.8,8cp 8st,Yes,No,No,No,No,0.95,1.06,8.386,9.357,8cp 3st 9ci,9cp 3st 6ci
139,Dairy,"Fine Cheese, soft","Cheese, soft (1 lb) (Fine)","Cheese, soft (1 lb)",Fine,Fine,Artisan,,lb,11.953,5.2,3.9,0.52,0.1,0.1,0.02,4.576,3.51,No,0,No,0.08,0.956,2.391,grassland;farmland;hills,,No,0,Yes,,0.200033464,11cp 9st 5ci,11cp 9st 5ci,12,12cp,Yes,No,No,No,No,0.95,1.06,11.355,12.67,11cp 3st 6ci,12cp 6st 7ci
140,Dairy,"High Table Cheese, soft","Cheese, soft (1 lb) (High Table)","Cheese, soft (1 lb)",High Table,Luxury,Noble,,lb,19.86,7.2,5.4,0.72,0.1,0.1,0.02,6.336,4.86,No,0,No,0.35,6.951,0.993,grassland;farmland;hills,,No,0,Yes,,0.05,19cp 8st 6ci,19cp 8st 6ci,19.9,19cp 9st,Yes,Yes,No,No,No,0.94,1.1,18.668,21.846,18cp 6st 7ci,21cp 8st 5ci
141,SpicesHerbs,Common Salt,Salt (1 lb) (Common),Salt (1 lb),Common,Common,Merchant,,lb,22.618,11,5,1.2,0.1,0.1,0.02,9.68,4.5,No,0,No,0.07,1.583,5.655,urban,,No,0,No,,0.250022106,22cp 6st 2ci,22cp 6st 2ci,22.6,22cp 6st,No,No,No,Yes,No,1,0.95,22.618,21.487,22cp 6st 2ci,21cp 4st 9ci
142,SpicesHerbs,Fine Salt,Salt (1 lb) (Fine),Salt (1 lb),Fine,Fine,Merchant,,lb,33.126,15.4,7,1.68,0.1,0.1,0.02,13.552,6.3,No,0,No,0.1,3.313,8.281,urban,,No,0,No,,0.249984906,33cp 1st 3ci,33cp 1st 3ci,33.1,33cp 1st,No,No,No,Yes,No,1,0.95,33.126,31.47,33cp 1st 3ci,31cp 4st 7ci
143,SpicesHerbs,Luxury Salt,Salt (1 lb) (Luxury),Salt (1 lb),Luxury,Luxury,Noble,,lb,84.59,24.2,11,2.64,0.1,0.1,0.02,21.296,9.9,No,0,No,0.35,29.607,21.147,urban,,No,0,No,,0.249994089,84cp 5st 9ci,84cp 5st 9ci,84.6,84cp 6st,No,No,No,Yes,No,1,0.95,84.59,80.36,84cp 5st 9ci,80cp 3st 6ci
144,SpicesHerbs,Arcane Salt,Salt (1 lb) (Arcane),Salt (1 lb),Arcane,Arcane,Noble,,lb,131.829,33,15,3.6,0.1,0.1,0.02,29.04,13.5,No,0,No,0.4,52.732,32.957,urban,,No,0,No,,0.249998104,1si 31cp 8st 3ci,1si 31cp 8st,132,1si 32cp,No,No,No,Yes,No,1,0.95,131.829,125.238,1si 31cp 8st,1si 25cp 2st
145,SpicesHerbs,Common Peppercorns,Peppercorns (4 oz) (Common),Peppercorns (4 oz),Common,Common,Merchant,,4 oz,90.471,44,20,4.8,0.1,0.1,0.02,38.72,18,No,0,No,0.07,6.333,22.618,urban,,Yes,2,No,Long-distance luxury,0.250002763,90cp 4st 7ci,90cp 4st 7ci,90.5,90cp 5st,No,No,No,Yes,No,1,1.09,90.471,98.613,90cp 4st 7ci,98cp 6st 1ci
146,SpicesHerbs,Fine Peppercorns,Peppercorns (4 oz) (Fine),Peppercorns (4 oz),Fine,Fine,Merchant,,4 oz,132.505,61.6,28,6.72,0.1,0.1,0.02,54.208,25.2,No,0,No,0.1,13.251,33.126,urban,,Yes,2,No,Long-distance luxury,0.249998113,1si 32cp 5st,1si 32cp 5st,133,1si 33cp,No,No,No,Yes,No,1,1.09,132.505,144.43,1si 32cp 5st,1si 44cp 4st
147,SpicesHerbs,Luxury Peppercorns,Peppercorns (4 oz) (Luxury),Peppercorns (4 oz),Luxury,Luxury,Noble,,4 oz,338.36,96.8,44,10.56,0.1,0.1,0.02,85.184,39.6,No,0,No,0.35,118.426,84.59,urban,,Yes,2,No,Long-distance luxury,0.25,3si 38cp 3st 6ci,3si 38cp 3st,338,3si 38cp,No,No,No,Yes,No,1,1.09,338.36,368.812,3si 38cp 3st,3si 68cp 8st
148,SpicesHerbs,Arcane Peppercorns,Peppercorns (4 oz) (Arcane),Peppercorns (4 oz),Arcane,Arcane,Noble,,4 oz,527.314,132,60,14.4,0.1,0.1,0.02,116.16,54,No,0,No,0.4,210.926,131.828,urban,,Yes,2,No,Long-distance luxury,0.249999052,5si 27cp 3st 1ci,5si 27cp 3st,527,5si 27cp,No,No,No,Yes,No,1,1.09,527.314,574.772,5si 27cp 3st,5si 74cp 7st
149,SpicesHerbs,Common Saffron,Saffron (1 gram) (Common),Saffron (1 gram),Common,Common,Merchant,,g,339.265,165,75,18,0.1,0.1,0.02,145.2,67.5,No,0,No,0.07,23.749,84.816,urban,,Yes,2,No,Long-distance luxury,0.249999263,3si 39cp 2st 6ci,3si 39cp 2st,339,3si 39cp,No,No,No,Yes,No,1,1.09,339.265,369.799,3si 39cp 2st,3si 69cp 8st
150,SpicesHerbs,Fine Saffron,Saffron (1 gram) (Fine),Saffron (1 gram),Fine,Fine,Merchant,,g,496.892,231,105,25.2,0.1,0.1,0.02,203.28,94.5,No,0,No,0.1,49.689,124.223,urban,,Yes,2,No,Long-distance luxury,0.25,4si 96cp 8st 9ci,4si 96cp 8st,497,4si 97cp,No,No,No,Yes,No,1,1.09,496.892,541.612,4si 96cp 8st,5si 41cp 6st
151,SpicesHerbs,Luxury Saffron,Saffron (1 gram) (Luxury),Saffron (1 gram),Luxury,Luxury,Noble,,g,1268.85,363,165,39.6,0.1,0.1,0.02,319.44,148.5,No,0,No,0.35,444.097,317.213,urban,,Yes,2,No,Long-distance luxury,0.250000394,12si 68cp 8st 5ci,12si 68cp 8st,1269,12si 69cp,No,No,No,Yes,No,1,1.09,1268.85,1383.046,12si 68cp 8st,13si 83cp
152,SpicesHerbs,Arcane Saffron,Saffron (1 gram) (Arcane),Saffron (1 gram),Arcane,Arcane,Noble,,g,1977.429,495,225,54,0.1,0.1,0.02,435.6,202.5,No,0,No,0.4,790.972,494.357,urban,,Yes,2,No,Long-distance luxury,0.249999874,19si 77cp 4st 3ci,19si 77cp 4st,1977,19si 77cp,No,No,No,Yes,No,1,1.09,1977.429,2155.398,19si 77cp 4st,1g 1si 55cp
153,Alchemy,Simple Healing Draught,Healing draught (Simple),Healing draught,Simple,Common,Artisan,,vial,242.029,100,70,16,0.1,0.1,0.02,88,63,No,0,No,0.06,14.522,60.507,urban,,No,0,No,,0.249998967,2si 42cp 3ci,2si 42cp,242,2si 42cp,No,No,No,Yes,No,1,0.95,242.029,229.928,2si 42cp,2si 29cp 9st
154,Alchemy,Fine Healing Draught,Healing draught (Fine),Healing draught,Fine,Fine,Artisan,,vial,348.955,140,98,22.4,0.1,0.1,0.02,123.2,88.2,No,0,No,0.08,27.916,87.239,urban,,No,0,No,,0.250000716,3si 48cp 9st 6ci,3si 48cp 9st,349,3si 49cp,No,No,No,Yes,No,1,0.95,348.955,331.507,3si 48cp 9st,3si 31cp 5st
155,Alchemy,Potent Healing Draught,Healing draught (Potent),Healing draught,Potent,Luxury,Noble,,vial,835,200,140,32,0.1,0.1,0.02,176,126,No,0,No,0.35,292.25,208.75,urban,,No,0,No,,0.25,8si 35cp,8si 35cp,835,8si 35cp,No,No,No,Yes,No,1,0.95,835,793.25,8si 35cp,7si 93cp 2st
156,Alchemy,Arcane Healing Draught,Healing draught (Arcane),Healing draught,Arcane,Arcane,Noble,,vial,1431.429,300,210,48,0.1,0.1,0.02,264,189,No,0,No,0.4,572.572,357.857,urban,,No,0,No,,0.249999825,14si 31cp 4st 3ci,14si 31cp 4st,1431,14si 31cp,No,No,No,Yes,No,1,0.95,1431.429,1359.858,14si 31cp 4st,13si 59cp 8st
157,Alchemy,Simple Antitoxin,Antitoxin (Simple),Antitoxin,Simple,Common,Artisan,,vial,363.043,150,105,24,0.1,0.1,0.02,132,94.5,No,0,No,0.06,21.783,90.76,urban,,No,0,No,,0.249997934,3si 63cp 4ci,3si 63cp,363,3si 63cp,No,No,No,Yes,No,1,0.95,363.043,344.891,3si 63cp,3si 44cp 8st
158,Alchemy,Fine Antitoxin,Antitoxin (Fine),Antitoxin,Fine,Fine,Artisan,,vial,523.433,210,147,33.6,0.1,0.1,0.02,184.8,132.3,No,0,No,0.08,41.875,130.858,urban,,No,0,No,,0.249999522,5si 23cp 4st 3ci,5si 23cp 4st,523,5si 23cp,No,No,No,Yes,No,1,0.95,523.433,497.261,5si 23cp 4st,4si 97cp 2st
159,Alchemy,Potent Antitoxin,Antitoxin (Potent),Antitoxin,Potent,Luxury,Noble,,vial,1252.5,300,210,48,0.1,0.1,0.02,264,189,No,0,No,0.35,438.375,313.125,urban,,No,0,No,,0.25,12si 52cp 5st,12si 52cp 5st,1252,12si 52cp,No,No,No,Yes,No,1,0.95,1252.5,1189.875,12si 52cp 5st,11si 89cp 8st
160,Alchemy,Arcane Antitoxin,Antitoxin (Arcane),Antitoxin,Arcane,Arcane,Noble,,vial,2147.143,450,315,72,0.1,0.1,0.02,396,283.5,No,0,No,0.4,858.857,536.786,urban,,No,0,No,,0.250000116,1g 1si 47cp 1st 4ci,1g 1si 47cp,2145,1g 1si 45cp,No,No,No,Yes,No,1,0.95,2147.143,2039.786,1g 1si 47cp,1g 39cp
161,LivestockMeat,Low Inn Chicken,Chicken (whole) (Low Inn),Chicken (whole),Low Inn,Staple,Commoner,,each,38,17.1,13.3,1.9,0.1,0.1,0.02,15.048,11.97,No,0,No,0.04,1.52,7.562,grassland;farmland;hills,,No,0,Yes,,0.199,38cp,38cp,38,38cp,Yes,No,No,No,No,0.95,1.06,36.1,40.28,36cp 1st,40cp 2st 8ci
162,LivestockMeat,Common Chicken,Chicken (whole) (Common),Chicken (whole),Common,Common,Commoner,,each,40,18,14,2,0.1,0.1,0.02,15.84,12.6,No,0,No,0.05,2,7.56,grassland;farmland;hills,,No,0,Yes,,0.189,40cp,40cp,40,40cp,Yes,No,No,No,No,0.95,1.06,38,42.4,38cp,42cp 4st
163,LivestockMeat,Fine Chicken,Chicken (whole) (Fine),Chicken (whole),Fine,Fine,Artisan,,each,52,23.4,18.2,2.6,0.1,0.1,0.02,20.592,16.38,No,0,No,0.08,4.16,8.268,grassland;farmland;hills,,No,0,Yes,,0.159,52cp,52cp,52,52cp,Yes,No,No,No,No,0.95,1.06,49.4,55.12,49cp 4st,55cp 1st 2ci
164,LivestockMeat,High Table Chicken,Chicken (whole) (High Table),Chicken (whole),High Table,Luxury,Noble,,each,91.32,32.4,25.2,3.6,0.1,0.1,0.02,28.512,22.68,No,0,No,0.35,31.962,4.566,grassland;farmland;hills,,No,0,Yes,,0.05,91cp 3st 2ci,91cp 3st 2ci,91.3,91cp 3st,Yes,Yes,No,No,No,0.94,1.1,85.841,100.452,85cp 8st 4ci,1si 4st
165,LivestockMeat,Low Inn Bacon,Bacon (1 lb) (Low Inn),Bacon (1 lb),Low Inn,Staple,Commoner,,lb,30.4,13.68,10.64,1.52,0.1,0.1,0.02,12.038,9.576,No,0,No,0.04,1.216,6.05,grassland;farmland;hills,,No,0,Yes,,0.199013158,30cp 4st,30cp 4st,30.4,30cp 4st,Yes,No,No,No,No,0.95,1.06,28.88,32.224,28cp 8st 8ci,32cp 2st 2ci
166,LivestockMeat,Common Bacon,Bacon (1 lb) (Common),Bacon (1 lb),Common,Common,Commoner,,lb,32,14.4,11.2,1.6,0.1,0.1,0.02,12.672,10.08,No,0,No,0.05,1.6,6.048,grassland;farmland;hills,,No,0,Yes,,0.189,32cp,32cp,32,32cp,Yes,No,No,No,No,0.95,1.06,30.4,33.92,30cp 4st,33cp 9st 2ci
167,LivestockMeat,Fine Bacon,Bacon (1 lb) (Fine),Bacon (1 lb),Fine,Fine,Artisan,,lb,41.6,18.72,14.56,2.08,0.1,0.1,0.02,16.474,13.104,No,0,No,0.08,3.328,6.614,grassland;farmland;hills,,No,0,Yes,,0.158990385,41cp 6st,41cp 6st,41.6,41cp 6st,Yes,No,No,No,No,0.95,1.06,39.52,44.096,39cp 5st 2ci,44cp 1st
168,LivestockMeat,High Table Bacon,Bacon (1 lb) (High Table),Bacon (1 lb),High Table,Luxury,Noble,,lb,73.057,25.92,20.16,2.88,0.1,0.1,0.02,22.81,18.144,No,0,No,0.35,25.57,3.653,grassland;farmland;hills,,No,0,Yes,,0.050002053,73cp 6ci,73cp 6ci,73.1,73cp 1st,Yes,Yes,No,No,No,0.94,1.1,68.674,80.363,68cp 6st 7ci,80cp 3st 6ci
169,LivestockMeat,Low Inn Ham,Ham (1 lb) (Low Inn),Ham (1 lb),Low Inn,Staple,Commoner,,lb,32.3,14.535,11.305,1.615,0.1,0.1,0.02,12.791,10.175,No,0,No,0.04,1.292,6.427,grassland;farmland;hills,,No,0,Yes,,0.198978328,32cp 3st,32cp 3st,32.3,32cp 3st,Yes,No,No,No,No,0.95,1.06,30.685,34.238,30cp 6st 8ci,34cp 2st 4ci
170,LivestockMeat,Common Ham,Ham (1 lb) (Common),Ham (1 lb),Common,Common,Commoner,,lb,34,15.3,11.9,1.7,0.1,0.1,0.02,13.464,10.71,No,0,No,0.05,1.7,6.426,grassland;farmland;hills,,No,0,Yes,,0.189,34cp,34cp,34,34cp,Yes,No,No,No,No,0.95,1.06,32.3,36.04,32cp 3st,36cp 4ci
171,LivestockMeat,Fine Ham,Ham (1 lb) (Fine),Ham (1 lb),Fine,Fine,Artisan,,lb,44.2,19.89,15.47,2.21,0.1,0.1,0.02,17.503,13.923,No,0,No,0.08,3.536,7.028,grassland;farmland;hills,,No,0,Yes,,0.159004525,44cp 2st,44cp 2st,44.2,44cp 2st,Yes,No,No,No,No,0.95,1.06,41.99,46.852,41cp 9st 9ci,46cp 8st 5ci
172,LivestockMeat,High Table Ham,Ham (1 lb) (High Table),Ham (1 lb),High Table,Luxury,Noble,,lb,77.622,27.54,21.42,3.06,0.1,0.1,0.02,24.235,19.278,No,0,No,0.35,27.168,3.881,grassland;farmland;hills,,No,0,Yes,,0.049998712,77cp 6st 2ci,77cp 6st 2ci,77.6,77cp 6st,Yes,Yes,No,No,No,0.94,1.1,72.965,85.384,72cp 9st 6ci,85cp 3st 8ci
173,LivestockMeat,Low Inn Sausage links,Sausage links (dozen) (Low Inn),Sausage links (dozen),Low Inn,Staple,Commoner,,dozen,34.2,15.39,11.97,1.71,0.1,0.1,0.02,13.543,10.773,No,0,No,0.04,1.368,6.806,grassland;farmland;hills,,No,0,Yes,,0.199005848,34cp 2st,34cp 2st,34.2,34cp 2st,Yes,No,No,No,No,0.95,1.06,32.49,36.252,32cp 4st 9ci,36cp 2st 5ci
174,LivestockMeat,Common Sausage links,Sausage links (dozen) (Common),Sausage links (dozen),Common,Common,Commoner,,dozen,36,16.2,12.6,1.8,0.1,0.1,0.02,14.256,11.34,No,0,No,0.05,1.8,6.804,grassland;farmland;hills,,No,0,Yes,,0.189,36cp,36cp,36,36cp,Yes,No,No,No,No,0.95,1.06,34.2,38.16,34cp 2st,38cp 1st 6ci
175,LivestockMeat,Fine Sausage links,Sausage links (dozen) (Fine),Sausage links (dozen),Fine,Fine,Artisan,,dozen,46.8,21.06,16.38,2.34,0.1,0.1,0.02,18.533,14.742,No,0,No,0.08,3.744,7.441,grassland;farmland;hills,,No,0,Yes,,0.158995726,46cp 8st,46cp 8st,46.8,46cp 8st,Yes,No,No,No,No,0.95,1.06,44.46,49.608,44cp 4st 6ci,49cp 6st 1ci
176,LivestockMeat,High Table Sausage links,Sausage links (dozen) (High Table),Sausage links (dozen),High Table,Luxury,Noble,,dozen,82.188,29.16,22.68,3.24,0.1,0.1,0.02,25.661,20.412,No,0,No,0.35,28.766,4.109,grassland;farmland;hills,,No,0,Yes,,0.049995133,82cp 1st 9ci,82cp 1st 9ci,82.2,82cp 2st,Yes,Yes,No,No,No,0.94,1.1,77.257,90.407,77cp 2st 6ci,90cp 4st 1ci
177,Beverages,"Low Inn Water, clean","Water, clean (skin) (Low Inn)","Water, clean (skin)",Low Inn,Staple,Commoner,,skin,0.732,0.315,0.27,0.036,0.1,0.1,0.02,0.277,0.243,No,0,No,0.04,0.029,0.147,riverlands;farmland;urban,,No,0,Yes,,0.200819672,7st 3ci,7st 3ci,0.73,7st 3ci,Yes,No,No,No,Yes,0.95,1.03,0.695,0.754,7st,7st 5ci
178,Beverages,"Common Water, clean","Water, clean (skin) (Common)","Water, clean (skin)",Common,Common,Commoner,,skin,0.824,0.35,0.3,0.04,0.1,0.1,0.02,0.308,0.27,No,0,No,0.05,0.041,0.165,riverlands;farmland;urban,,No,0,Yes,,0.200242718,8st 2ci,8st 2ci,0.82,8st 2ci,Yes,No,No,No,Yes,0.95,1.03,0.783,0.849,7st 8ci,8st 5ci
179,Beverages,"Fine Water, clean","Water, clean (skin) (Fine)","Water, clean (skin)",Fine,Fine,Artisan,,skin,1.115,0.455,0.39,0.052,0.1,0.1,0.02,0.4,0.351,No,0,No,0.08,0.089,0.223,riverlands;farmland;urban,,No,0,Yes,,0.2,1cp 1st 2ci,1cp 1st 2ci,1.1,1cp 1st,Yes,No,No,No,Yes,0.95,1.03,1.059,1.148,1cp 6ci,1cp 1st 5ci
180,Beverages,"High Table Water, clean","Water, clean (skin) (High Table)","Water, clean (skin)",High Table,Luxury,Noble,,skin,1.853,0.63,0.54,0.072,0.1,0.1,0.02,0.554,0.486,No,0,No,0.35,0.649,0.092,riverlands;farmland;urban,,No,0,Yes,,0.049649217,1cp 8st 5ci,1cp 8st 5ci,1.9,1cp 9st,Yes,Yes,No,No,Yes,0.94,1.07,1.742,1.983,1cp 7st 4ci,1cp 9st 8ci
181,Beverages,Low Inn Tea,Tea (pot) (Low Inn),Tea (pot),Low Inn,Staple,Commoner,,pot,4.391,1.89,1.62,0.216,0.1,0.1,0.02,1.663,1.458,No,0,No,0.04,0.176,0.878,riverlands;farmland;urban,,No,0,Yes,,0.199954452,4cp 3st 9ci,4cp 3st 9ci,4.4,4cp 4st,Yes,No,No,No,Yes,0.95,1.03,4.171,4.523,4cp 1st 7ci,4cp 5st 2ci
182,Beverages,Common Tea,Tea (pot) (Common),Tea (pot),Common,Common,Commoner,,pot,4.944,2.1,1.8,0.24,0.1,0.1,0.02,1.848,1.62,No,0,No,0.05,0.247,0.989,riverlands;farmland;urban,,No,0,Yes,,0.200040453,4cp 9st 4ci,4cp 9st 4ci,4.9,4cp 9st,Yes,No,No,No,Yes,0.95,1.03,4.697,5.092,4cp 7st,5cp 9ci
183,Beverages,Fine Tea,Tea (pot) (Fine),Tea (pot),Fine,Fine,Artisan,,pot,6.694,2.73,2.34,0.312,0.1,0.1,0.02,2.402,2.106,No,0,No,0.08,0.536,1.338,riverlands;farmland;urban,,No,0,Yes,,0.19988049,6cp 6st 9ci,6cp 6st 9ci,6.7,6cp 7st,Yes,No,No,No,Yes,0.95,1.03,6.359,6.895,6cp 3st 6ci,6cp 8st 9ci
184,Beverages,High Table Tea,Tea (pot) (High Table),Tea (pot),High Table,Luxury,Noble,,pot,11.123,3.78,3.24,0.432,0.1,0.1,0.02,3.326,2.916,No,0,No,0.35,3.893,0.556,riverlands;farmland;urban,,No,0,Yes,,0.049986514,11cp 1st 2ci,11cp 1st 2ci,11.1,11cp 1st,Yes,Yes,No,No,Yes,0.94,1.07,10.456,11.902,10cp 4st 6ci,11cp 9st
185,Beverages,"Low Inn Juice, berry","Juice, berry (cup) (Low Inn)","Juice, berry (cup)",Low Inn,Staple,Commoner,,cup,2.196,0.945,0.81,0.108,0.1,0.1,0.02,0.832,0.729,No,0,No,0.04,0.088,0.439,riverlands;farmland;urban,,No,0,Yes,,0.199908925,2cp 2st,2cp 2st,2.2,2cp 2st,Yes,No,No,No,Yes,0.95,1.03,2.086,2.262,2cp 9ci,2cp 2st 6ci
186,Beverages,"Common Juice, berry","Juice, berry (cup) (Common)","Juice, berry (cup)",Common,Common,Commoner,,cup,2.472,1.05,0.9,0.12,0.1,0.1,0.02,0.924,0.81,No,0,No,0.05,0.124,0.494,riverlands;farmland;urban,,No,0,Yes,,0.199838188,2cp 4st 7ci,2cp 4st 7ci,2.5,2cp 5st,Yes,No,No,No,Yes,0.95,1.03,2.348,2.546,2cp 3st 5ci,2cp 5st 5ci
187,Beverages,"Fine Juice, berry","Juice, berry (cup) (Fine)","Juice, berry (cup)",Fine,Fine,Artisan,,cup,3.347,1.365,1.17,0.156,0.1,0.1,0.02,1.201,1.053,No,0,No,0.08,0.268,0.669,riverlands;farmland;urban,,No,0,Yes,,0.19988049,3cp 3st 5ci,3cp 3st 5ci,3.3,3cp 3st,Yes,No,No,No,Yes,0.95,1.03,3.18,3.447,3cp 1st 8ci,3cp 4st 5ci
188,Beverages,"High Table Juice, berry","Juice, berry (cup) (High Table)","Juice, berry (cup)",High Table,Luxury,Noble,,cup,5.562,1.89,1.62,0.216,0.1,0.1,0.02,1.663,1.458,No,0,No,0.35,1.947,0.278,riverlands;farmland;urban,,No,0,Yes,,0.049982021,5cp 5st 6ci,5cp 5st 6ci,5.6,5cp 6st,Yes,Yes,No,No,Yes,0.94,1.07,5.228,5.951,5cp 2st 3ci,5cp 9st 5ci
189,Confectionery,Low Inn Honey candies,Honey candies (dozen) (Low Inn),Honey candies (dozen),Low Inn,Common,Commoner,,dozen,22.8,10.26,7.98,1.368,0.1,0.1,0.02,9.029,7.182,No,0,No,0.05,1.14,4.081,riverlands;farmland;urban,,No,0,Yes,,0.178991228,22cp 8st,22cp 8st,22.8,22cp 8st,Yes,No,No,No,Yes,0.95,1.03,21.66,23.484,21cp 6st 6ci,23cp 4st 8ci
190,Confectionery,Common Honey candies,Honey candies (dozen) (Common),Honey candies (dozen),Common,Fine,Artisan,,dozen,31.2,14.04,10.92,1.872,0.1,0.1,0.02,12.355,9.828,No,0,No,0.08,2.496,4.649,riverlands;farmland;urban,,No,0,Yes,,0.14900641,31cp 2st,31cp 2st,31.2,31cp 2st,Yes,No,No,No,Yes,0.95,1.03,29.64,32.136,29cp 6st 4ci,32cp 1st 4ci
191,Confectionery,Fine Honey candies,Honey candies (dozen) (Fine),Honey candies (dozen),Fine,Luxury,Noble,,dozen,60.558,19.44,15.12,2.592,0.1,0.1,0.02,17.107,13.608,No,0,No,0.35,21.195,6.056,riverlands;farmland;urban,,No,0,Yes,,0.100003303,60cp 5st 6ci,60cp 5st 6ci,60.6,60cp 6st,Yes,No,No,No,Yes,0.95,1.03,57.53,62.375,57cp 5st 3ci,62cp 3st 8ci
192,Confectionery,High Table Honey candies,Honey candies (dozen) (High Table),Honey candies (dozen),High Table,Luxury,Noble,,dozen,74.016,23.76,18.48,3.168,0.1,0.1,0.02,20.909,16.632,No,0,No,0.35,25.906,7.401,riverlands;farmland;urban,,No,0,Yes,,0.099991894,74cp 2ci,74cp 2ci,74,74cp,Yes,Yes,No,No,Yes,0.94,1.07,69.575,79.197,69cp 5st 8ci,79cp 2st
193,Confectionery,Low Inn Candied nuts,Candied nuts (cup) (Low Inn),Candied nuts (cup),Low Inn,Common,Commoner,,cup,19,8.55,6.65,1.14,0.1,0.1,0.02,7.524,5.985,No,0,No,0.05,0.95,3.401,riverlands;farmland;urban,,No,0,Yes,,0.179,19cp,19cp,19,19cp,No,No,No,No,Yes,0.97,0.97,18.43,18.43,18cp 4st 3ci,18cp 4st 3ci
194,Confectionery,Common Candied nuts,Candied nuts (cup) (Common),Candied nuts (cup),Common,Fine,Artisan,,cup,26,11.7,9.1,1.56,0.1,0.1,0.02,10.296,8.19,No,0,No,0.08,2.08,3.874,riverlands;farmland;urban,,No,0,Yes,,0.149,26cp,26cp,26,26cp,No,No,No,No,Yes,0.97,0.97,25.22,25.22,25cp 2st 2ci,25cp 2st 2ci
195,Confectionery,Fine Candied nuts,Candied nuts (cup) (Fine),Candied nuts (cup),Fine,Luxury,Noble,,cup,50.465,16.2,12.6,2.16,0.1,0.1,0.02,14.256,11.34,No,0,No,0.35,17.663,5.046,riverlands;farmland;urban,,No,0,Yes,,0.099990092,50cp 4st 6ci,50cp 4st 6ci,50.5,50cp 5st,No,No,No,No,Yes,0.97,0.97,48.951,48.951,48cp 9st 5ci,48cp 9st 5ci
196,Confectionery,High Table Candied nuts,Candied nuts (cup) (High Table),Candied nuts (cup),High Table,Luxury,Noble,,cup,61.68,19.8,15.4,2.64,0.1,0.1,0.02,17.424,13.86,No,0,No,0.35,21.588,6.168,riverlands;farmland;urban,,No,0,Yes,,0.1,61cp 6st 8ci,61cp 6st 8ci,61.7,61cp 7st,No,Yes,No,No,Yes,0.96,1.01,59.213,62.297,59cp 2st 1ci,62cp 3st
